-0.63746,-0.34812,0.098924,0.63738,-1.0622,-0.0074767,-0.14669,0.00014642,13.682,0.43181,9.7139,4.3994,0
-0.63624,-0.34611,0.098798,0.63614,-1.064,-0.00746,-0.14914,0.00012877,13.684,0.50025,9.7363,4.4481,0
-0.63501,-0.34409,0.098669,0.6349,-1.0659,-0.0074437,-0.15161,0.00011193,13.687,0.56902,9.759,4.4971,0
-0.63379,-0.34206,0.098537,0.63365,-1.0678,-0.0074276,-0.15408,9.59E-05,13.69,0.63813,9.7819,4.5463,0
-0.63256,-0.34002,0.098402,0.63241,-1.0696,-0.0074117,-0.15657,8.06E-05,13.693,0.70758,9.8051,4.5958,0
-0.63133,-0.33796,0.098264,0.63116,-1.0715,-0.0073962,-0.15907,6.61E-05,13.697,0.77736,9.8284,4.6457,0
-0.6301,-0.3359,0.098123,0.62991,-1.0734,-0.0073808,-0.16158,5.23E-05,13.7,0.84746,9.8521,4.6958,0
-0.62886,-0.33382,0.09798,0.62866,-1.0752,-0.0073657,-0.1641,3.93E-05,13.704,0.9179,9.8759,4.7462,0
-0.62762,-0.33173,0.097835,0.62741,-1.0771,-0.0073508,-0.16663,2.69E-05,13.708,0.98866,9.8999,4.7969,0
-0.62638,-0.32963,0.097687,0.62616,-1.0789,-0.0073361,-0.16917,1.52E-05,13.712,1.0598,9.9242,4.8478,0
-0.62513,-0.32752,0.097536,0.6249,-1.0808,-0.0073216,-0.17172,4.10E-06,13.717,1.1312,9.9487,4.899,0
-0.62389,-0.3254,0.097384,0.62365,-1.0826,-0.0073073,-0.17428,-6.35E-06,13.721,1.2029,9.9734,4.9506,0
-0.62264,-0.32327,0.097229,0.62239,-1.0845,-0.0072932,-0.17685,-1.62E-05,13.726,1.2749,9.9983,5.0023,0
-0.62138,-0.32113,0.097073,0.62113,-1.0864,-0.0072792,-0.17944,-2.55E-05,13.731,1.3473,10.023,5.0544,0
-0.62013,-0.31897,0.096914,0.61987,-1.0882,-0.0072654,-0.18203,-3.42E-05,13.736,1.42,10.049,5.1067,0
-0.61887,-0.31681,0.096754,0.61861,-1.0901,-0.0072517,-0.18464,-4.23E-05,13.741,1.493,10.074,5.1593,0
-0.61761,-0.31463,0.096591,0.61734,-1.0919,-0.0072382,-0.18725,-5.00E-05,13.746,1.5663,10.1,5.2122,0
-0.61634,-0.31244,0.096428,0.61607,-1.0938,-0.0072248,-0.18988,-5.71E-05,13.752,1.6399,10.126,5.2653,0
-0.61508,-0.31025,0.096262,0.61481,-1.0956,-0.0072116,-0.19251,-6.38E-05,13.757,1.7138,10.152,5.3187,0
-0.61381,-0.30804,0.096095,0.61353,-1.0975,-0.0071984,-0.19516,-6.99E-05,13.763,1.7881,10.179,5.3724,0
-0.61253,-0.30582,0.095926,0.61226,-1.0993,-0.0071854,-0.19782,-7.57E-05,13.769,1.8626,10.205,5.4263,0
-0.61126,-0.30359,0.095756,0.61098,-1.1012,-0.0071725,-0.20048,-8.10E-05,13.775,1.9374,10.232,5.4804,0
-0.60998,-0.30135,0.095585,0.60971,-1.103,-0.0071597,-0.20316,-8.59E-05,13.781,2.0126,10.259,5.5349,0
-0.6087,-0.2991,0.095412,0.60843,-1.1048,-0.007147,-0.20584,-9.04E-05,13.788,2.088,10.286,5.5895,0
-0.60742,-0.29684,0.095238,0.60715,-1.1067,-0.0071344,-0.20854,-9.45E-05,13.794,2.1637,10.314,5.6445,0
-0.60613,-0.29457,0.095063,0.60586,-1.1085,-0.0071219,-0.21125,-9.82E-05,13.801,2.2397,10.341,5.6996,0
-0.60485,-0.29229,0.094886,0.60457,-1.1104,-0.0071095,-0.21396,-0.00010163,13.808,2.3161,10.369,5.7551,0
-0.60356,-0.29,0.094709,0.60329,-1.1122,-0.0070972,-0.21669,-0.0001047,13.815,2.3926,10.397,5.8107,0
-0.60226,-0.2877,0.09453,0.602,-1.114,-0.007085,-0.21942,-0.00010745,13.822,2.4695,10.425,5.8667,0
-0.60097,-0.28539,0.094351,0.6007,-1.1159,-0.0070728,-0.22216,-0.00010989,13.829,2.5467,10.453,5.9228,0
-0.59967,-0.28306,0.09417,0.59941,-1.1177,-0.0070607,-0.22492,-0.00011204,13.837,2.6241,10.482,5.9792,0
-0.59837,-0.28073,0.093989,0.59811,-1.1195,-0.0070487,-0.22768,-0.00011392,13.845,2.7018,10.511,6.0359,0
-0.59707,-0.27839,0.093806,0.59681,-1.1213,-0.0070367,-0.23045,-0.00011553,13.852,2.7798,10.539,6.0927,0
-0.59576,-0.27604,0.093623,0.59551,-1.1232,-0.0070248,-0.23323,-0.00011689,13.86,2.8581,10.568,6.1499,0
